,School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
2109,Melton Christian College,152-156 Brooklyn Road,MELTON SOUTH,3338,465,Melton (C),144.560281,-37.700276
2110,Mansfield Rudolf Steiner School,91 Highett Street,MANSFIELD,3722,425,Mansfield (S),146.08574,-37.061402
2111,St Paul Apostle North School,76 Mossgiel Park Drive,ENDEAVOUR HILLS,3802,161,Casey (C),145.262664,-37.967529
2112,Corpus Christi School,29  Russell Street,WERRIBEE,3030,726,Wyndham (C),144.6634428,-37.90994759
2113,Nazareth College,Manning Drive,NOBLE PARK NORTH,3174,267,Greater Dandenong (C),145.195459,-37.940226
2114,St Therese School,50 Grossmans Road,TORQUAY,3228,649,Surf Coast (S),144.3118515,-38.32111509
2115,Japanese School of Melbourne,6 Ellington Street,CAULFIELD SOUTH,3162,231,Glen Eira (C),145.019402,-37.892445
2116,Mary MacKillop Catholic Regional College,115 Horn Street,LEONGATHA,3953,617,South Gippsland (S),145.963538,-38.466733
2117,King's College,44 Balmoral Road,WARRNAMBOOL,3280,673,Warrnambool (C),142.506174,-38.362113
2118,Sophia Mundi Steiner School,1 St Heliers Street,ABBOTSFORD,3067,735,Yarra (C),145.005225,-37.803664
2119,Al-Taqwa College,201 Sayers Road,TRUGANINA,3029,726,Wyndham (C),144.722023,-37.85265
2120,Overnewton Anglican Community College,2-50 Overnewton Road,KEILOR,3036,118,Brimbank (C),144.82318,-37.706557
2121,St Joachim's School,25 Broderick Road,CARRUM DOWNS,3201,217,Frankston (C),145.178469,-38.103348
2122,Holy Trinity Primary School,94 Weidlich Road,ELTHAM NORTH,3095,66,Banyule (C),145.135461,-37.698439
2123,St Carlo Borromeo School,5-9 Drummond Street,GREENVALE,3059,327,Hume (C),144.888635,-37.653642
2124,Little Yarra Steiner School,205 Little Yarra Road,YARRA JUNCTION,3797,745,Yarra Ranges (S),145.631163,-37.79444291
2125,St Mary MacKillop College,53 McCrae Street,SWAN HILL,3585,661,Swan Hill (RC),143.556795,-35.341915
2126,St Kevin's School,120 Hallam Road,HAMPTON PARK,3976,161,Casey (C),145.2674,-38.039316
2127,Bacchus Marsh Grammar,34 South Maddingley Road,BACCHUS MARSH,3340,515,Moorabool (S),144.4315941,-37.69026649
2128,St Peter's College,Cranbourne-Frankston Road,CLYDE NORTH,3978,161,Casey (C),145.256866,-38.108411
2129,Lighthouse Christian College,927 Springvale Road,KEYSBOROUGH,3173,267,Greater Dandenong (C),145.143501,-38.001204
2130,Alphington Grammar School,12 - 18 Old Heidelberg Road,ALPHINGTON,3078,735,Yarra (C),145.036174,-37.780429
2131,St Therese's School,131 Endeavour Drive,CRANBOURNE,3977,161,Casey (C),145.267244,-38.07727
2132,St Ita's School,50 Victoria Street,DROUIN,3818,83,Baw Baw (S),145.861999,-38.132444
2133,Yarralinda School,4 Birchwood Drive,MOOROOLBARK,3138,745,Yarra Ranges (S),145.3250651,-37.76461019
2134,Lumen Christi School,111 Whitelaw Avenue,DELACOMBE,3356,57,Ballarat (C),143.817239,-37.580186
2135,Castlemaine Steiner School & Kindergarten,11 Rilens Rd,MUCKLEFORD,3451,543,Mount Alexander (S),144.156687,-37.081883
2136,The Kilmore International School,40 White Street,KILMORE,3764,485,Mitchell (S),144.953202,-37.301025
2137,St Mary's Coptic Orthodox College,19-35 Thorpdale Avenue,COOLAROO,3048,327,Hume (C),144.931212,-37.65583
2138,Mansfield Autism Statewide Services,81 Highett Street,MANSFIELD,3722,425,Mansfield (S),146.085858,-37.060799
2139,Minaret College,36-38 Lewis Street,SPRINGVALE,3171,267,Greater Dandenong (C),145.148625,-37.93904
2140,Victory Lutheran College,28 Drage Road,WODONGA,3690,717,Wodonga (C),146.8452849,-36.11673443
2141,Son Centre Christian College,141a  Aerodrome Road,SWAN HILL,3585,661,Swan Hill (RC),143.546498,-35.377564
2142,Girton Grammar School,105 MacKenzie Street,BENDIGO,3550,262,Greater Bendigo (C),144.270883,-36.761969
2143,St Francis of the Fields School,Blucher Street,STRATHFIELDSAYE,3551,262,Greater Bendigo (C),144.361293,-36.804466
2144,Galilee Regional Catholic Primary School,301-319 Bank Street,SOUTH MELBOURNE,3205,590,Port Phillip (C),144.954811,-37.836158
2145,Casey Grammar School,3 New Holland Drive,CRANBOURNE EAST,3977,161,Casey (C),145.2928988,-38.11029539
2146,St Brendan's School,19 Austin Road,SOMERVILLE,3912,534,Mornington Peninsula (S),145.1683969,-38.23365477
2147,Mary MacKillop School,2 Ernst Wanke Road,NARRE WARREN NORTH,3804,161,Casey (C),145.311285,-37.995837
2148,Bethany Catholic Primary School,80 Thames Boulevard,WERRIBEE NORTH,3030,726,Wyndham (C),144.658661,-37.875586
2149,Victory Christian College,6 Kairn Road,STRATHDALE,3550,262,Greater Bendigo (C),144.313456,-36.782625
2150,Ilim College,30 Inverloch Crescent,BROADMEADOWS,3047,327,Hume (C),144.930072,-37.668621
2151,Penola Catholic College,29 GIbson Street,BROADMEADOWS,3047,327,Hume (C),144.918263,-37.687856
2152,Good Samaritan Catholic Primary School,1-29 Southern Cross Drive,ROXBURGH PARK,3064,327,Hume (C),144.934319,-37.62344
2153,Erasmus Primary School,40 Lisson Grove,HAWTHORN,3122,111,Boroondara (C),145.031327,-37.827083
2154,Kardinia International College,29-31 Kardinia Drive,BELL POST HILL,3215,275,Greater Geelong (C),144.327997,-38.109881
2155,Holy Cross Primary School,158 Hamilton Road,NEW GISBORNE,3438,413,Macedon Ranges (S),144.597782,-37.455894
2156,St Catherine's Primary School,73 Ridgemont Drive,BERWICK,3806,161,Casey (C),145.3369472,-38.06977499
2157,Good News Lutheran College,580 Tarneit Road,TARNEIT,3029,726,Wyndham (C),144.666605,-37.855248
2158,Sirius College,Goulburn Street,BROADMEADOWS,3047,327,Hume (C),144.9356383,-37.68471741
2159,Emmaus Catholic Primary School,370 Sydenham Road,SYDENHAM,3037,118,Brimbank (C),144.772244,-37.7003009
2160,Red Rock Christian College,340 Settlement Road,SUNBURY,3429,327,Hume (C),144.706022,-37.519099
2161,Maharishi School of the Age of Enlightenment,2-6 Dundee Street,RESERVOIR,3073,189,Darebin (C),145.019467,-37.704377
2162,Thomas Carr College,35 Thomas Carr Drive,TARNEIT,3029,726,Wyndham (C),144.702055,-37.847676
2163,St Thomas Primary School,1-7 Peninsula Drive,DRYSDALE,3222,275,Greater Geelong (C),144.5561661,-38.18801497
2164,Shepparton Christian College Ltd,155 Verney Road,SHEPPARTON,3630,283,Greater Shepparton (C),145.415979,-36.353866
2165,Darul Ulum College of Victoria,17 Baird Street,FAWKNER NORTH,3060,525,Moreland (C),144.971692,-37.705178
2166,St Thomas Aquinas College,1 Tynong Road,TYNONG,3813,145,Cardinia (S),145.6236872,-38.08322193
2167,Bairnsdale Christian Community School,101 Bairnsdale/Dargo Road,BAIRNSDALE,3875,211,East Gippsland (S),147.578345,-37.841223
2168,East Preston Islamic College,55 Tyler Street,EAST PRESTON,3072,189,Darebin (C),145.0362184,-37.73395414
2169,Clairvaux Catholic School,45-75 Reynolds Road,BELMONT,3216,275,Greater Geelong (C),144.324905,-38.185517
2170,Dandenong Ranges Steiner School,11c Duffys Road,EMERALD,3782,145,Cardinia (S),145.388212,-37.959759
2171,Aitken College,1010 Mickleham Road,GREENVALE,3059,327,Hume (C),144.890698,-37.627709
2172,Alia College,405 Tooronga Road,HAWTHORN EAST,3123,111,Boroondara (C),145.045173,-37.843225
2173,Ballarat Steiner School,244 Moss Avenue,MT HELEN,3350,57,Ballarat (C),143.8622038,-37.64075776
2174,Christ the Priest Catholic Primary School,54 Caroline Springs Boulevard,CAROLINE SPRINGS,3023,465,Melton (C),144.73744,-37.747724
2175,Freshwater Creek Steiner School,52 McIntyres Road,FRESHWATER CREEK,3216,649,Surf Coast (S),144.279739,-38.26332276
2176,Gisborne Montessori School,57 Barringo Road,NEW GISBORNE,3438,413,Macedon Ranges (S),144.6000093,-37.45338955
2177,Mt Hira College,185 Perry Road,KEYSBOROUGH,3173,267,Greater Dandenong (C),145.175471,-38.013991
2178,Lumen Christi School,260 - 278 Point Cook Road,POINT COOK,3030,726,Wyndham (C),144.753344,-37.892603
2179,Trinity Catholic Primary School,103-129 Oak Grove Drive,NARRE WARREN SOUTH,3805,161,Casey (C),145.297985,-38.055386
2180,Columba Catholic School,28-36 Hope Street,BUNYIP,3815,145,Cardinia (S),145.715864,-38.093263
2181,Stott's Colleges,"Level 1-6, 168 Exhibition Street",MELBOURNE,3000,460,Melbourne (C),144.970559,-37.811535
2182,OneSchool Global Vic,23 Scanlon Drive,EPPING,3076,707,Whittlesea (C),144.995326,-37.644123
2183,Kamaruka,52 River Street,SOUTH YARRA,3141,635,Stonnington (C),144.9976787,-37.83761581
2184,Geelong Baptist College,590 Anakie Road,LOVELY BANKS,3221,275,Greater Geelong (C),144.330286,-38.067137
2185,Lavalla Catholic College,Kosciusko Street,TRARALGON,3844,381,Latrobe (C),146.514247,-38.200895
2186,Mildura Christian College,1291 Karadoc Ave,IRYMPLE,3498,478,Mildura (RC),142.145318,-34.247423
2187,Haileybury Girls College,855 Springvale Road,KEYSBOROUGH,3173,267,Greater Dandenong (C),145.1447668,-37.99554667
2188,Antonine College,71 Grandview Avenue,PASCOE VALE SOUTH,3044,525,Moreland (C),144.9427365,-37.74119138
2189,Ozford College,Levels 7 & 9,MELBOURNE,3000,460,Melbourne (C),144.954425,-37.812887
2190,Berry Street Victoria Inc,11 Tower Court,NOBLE PARK,3174,267,Greater Dandenong (C),145.190186,-37.981547
2191,Yesodei HaTorah College,39 Dickens Street,ELWOOD,3184,590,Port Phillip (C),144.983491,-37.873227
2192,Cana Catholic Primary School,46-60 Banchory Avenue,HILLSIDE,3037,465,Melton (C),144.747148,-37.687916
2193,Holmes Secondary College,185 Spring Street,MELBOURNE,3000,460,Melbourne (C),144.972271,-37.810302
2194,St Luke's Catholic Primary School,629 Goulburn Valley Highway,SHEPPARTON NORTH,3631,283,Greater Shepparton (C),145.412026,-36.324316
2195,"St Francis of Assisi Primary School, Wodonga",214 Baranduda Boulevard,BARANDUDA,3691,717,Wodonga (C),146.939934,-36.173892
2196,Indie School Wodonga,63 - 67 High Street,WODONGA,3690,717,Wodonga (C),146.889403,-36.118028
2197,Marymede Catholic College,60 Williamsons Road,SOUTH MORANG,3752,707,Whittlesea (C),145.091027,-37.643315
2198,Stella Maris Catholic Primary School,54 - 70 Innisfail Drive,POINT COOK,3030,726,Wyndham (C),144.728681,-37.890763
2199,Lakeside College,2 Portobello Road,PAKENHAM,3810,145,Cardinia (S),145.4559279,-38.06492414
2200,Trinity Catholic School,57-59 Davison Street,RICHMOND NORTH,3121,735,Yarra (C),145.0082429,-37.81585217
2201,DOXA School Bendigo,118 Hargreaves Street,BENDIGO,3550,262,Greater Bendigo (C),144.286015,-36.755537
2202,Beechworth Montessori School,42 Gilchrist Ave,BEECHWORTH,3747,335,Indigo (S),146.6935343,-36.36669302
2203,Balcombe Grammar School,389 Nepean Hwy,MT MARTHA,3934,534,Mornington Peninsula (S),145.0326885,-38.27325431
2204,Catholic Regional College Caroline Springs,10 College Drive,CAROLINE SPRINGS,3023,465,Melton (C),144.739602,-37.728879
2205,Ballarat Christian College,Yarrowee & Vickers Streets,SEBASTOPOL,3356,57,Ballarat (C),143.8438075,-37.59292494
2206,Deutsche Schule Melbourne,96 Barkly Street,NORTH FITZROY,3068,735,Yarra (C),144.9827723,-37.77883164
2207,Emmaus Catholic Primary School,1503 Geelong Road,MOUNT CLEAR,3350,57,Ballarat (C),143.871581,-37.612577
2208,EdSpace,24 Carrier Street,BENALLA,3672,101,Benalla (RC),145.984303,-36.547667
2209,Kolbe Catholic College,Lysterfield Drive,GREENVALE LAKES,3059,327,Hume (C),144.909467,-37.615321
2210,Hume Anglican Grammar,100 Mount Ridley Road,MICKLEHAM,3064,327,Hume (C),144.931253,-37.56798
2211,Lighthouse Christian College Cranbourne,1785 South Gippsland Hwy,CRANBOURNE,3977,161,Casey (C),145.3073,-38.14
2212,Mother Teresa School,5-15 Windrock Avenue,MT RIDLEY,3064,327,Hume (C),144.932762,-37.575224
2213,Geelong Lutheran College,2 - 38 Burvilles Road,ARMSTRONG CREEK,3217,275,Greater Geelong (C),144.337067,-38.230458
2214,Our Lady of the Southern Cross,2-20 Howqua Way,MANOR LAKES,3024,726,Wyndham (C),144.606223,-37.875846
2215,Daylesford Dharma School,90 Daylesford Trentham Road,DAYLESFORD,3461,291,Hepburn (S),144.165949,-37.342326
2216,St George Preca School,22-48 Lancefield Drive,CAROLINE SPRINGS,3023,465,Melton (C),144.73671,-37.713493
2217,St Joseph's School,44 Mernda Village Drive,MERNDA,3754,707,Whittlesea (C),145.0905985,-37.59573779
2218,Al Siraat College,45 Harvest Home Road,EPPING,3076,707,Whittlesea (C),145.0375337,-37.62426056
2219,Community College Gippsland Ltd| ECG Community College,71 Warragul-Korumburra Road,WARRAGUL,3820,83,Baw Baw (S),145.926224,-38.178231
2220,"Borinya, Wangaratta Community Partnership",30 College Street,WANGARATTA,3676,670,Wangaratta (RC),146.308982,-36.337828
2221,Woodleigh School,485 Golf Links Road,LANGWARRIN SOUTH,3911,217,Frankston (C),145.174648,-38.1926
2222,Shepparton ACE Secondary College,130 Rowe Street,SHEPPARTON,3630,283,Greater Shepparton (C),145.4116452,-36.38413232
2223,St Brigid's School,25 Bayview Road,OFFICER,3809,145,Cardinia (S),145.405667,-38.054618
2224,St Francis de Sales Catholic Primary School,122 Paterson Drive,LYNBROOK,3975,161,Casey (C),145.252476,-38.059012
2225,St Lawrence Catholic Primary School,93A Capesthorne Drive,DERRIMUT,3026,118,Brimbank (C),144.760518,-37.790684
2226,Heritage College Knox,977-985 Burwood Highway,FERNTREE GULLY,3156,367,Knox (C),145.286487,-37.887291
2227,Melbourne Grammar School,355 St Kilda Road,MELBOURNE,3004,460,Melbourne (C),144.9770931,-37.83359283
2228,Islamic College of Melbourne,83 Wootten Road,TARNEIT,3029,726,Wyndham (C),144.660376,-37.854236
2229,Southern Cross Grammar,2-20 Lancefield Drive,CAROLINE SPRINGS,3023,465,Melton (C),144.7396024,-37.71396413
2230,MacKillop Specialist School,25-33 Oxford Street,WHITTINGTON,3219,275,Greater Geelong (C),144.3871113,-38.17432485
2231,Cornish College,65 Riverend Road,BANGHOLME,3175,267,Greater Dandenong (C),145.148761,-38.049197
2232,Melbourne Montessori School,4-6 Roselea Street,CAULFIELD SOUTH,3162,231,Glen Eira (C),145.025671,-37.888167
2233,St Francis of Assisi Catholic Primary School,45 Fairview Parade,TARNEIT,3029,726,Wyndham (C),144.6982297,-37.84829179
2234,St Joseph's Flexible Learning Centre Melbourne,385 Queensberry Street,NORTH MELBOURNE,3051,460,Melbourne (C),144.9549374,-37.80384382
2235,Glenroy Private,93 Daley Street,GLENROY,3046,525,Moreland (C),144.9292633,-37.69777468
2236,Cathedral College Wangaratta,344 Wangaratta-Whitfield Road,WANGARATTA,3676,670,Wangaratta (RC),146.329913,-36.385946
2237,Koonwarra Village School,20-26 Koala Drive,KOONWARRA,3954,617,South Gippsland (S),145.9439237,-38.54790897
2238,Divrei Emineh,442-452 North Road,ORMOND,3204,231,Glen Eira (C),145.0350807,-37.90360104
2239,Wild Cherry School,28 McKean Street,BAIRNSDALE,3875,211,East Gippsland (S),147.6078018,-37.82106299
2240,Australian Christian College Hume,21 Sydney Road,BENALLA,3672,101,Benalla (RC),145.99905,-36.547449
2241,St Mary of the Cross MacKillop Catholic Parish Primary School,47 Farmhouse Boulevard,EPPING NORTH,3076,707,Whittlesea (C),145.0126014,-37.62600008
2242,St Mary of the Cross Catholic Primary School,70 Carrick Street,POINT COOK,3030,726,Wyndham (C),144.7659456,-37.90879787
2243,St Thomas the Apostle Catholic Primary School,Enter via Mac Killop Way,CRANBOURNE EAST,3977,161,Casey (C),145.317042,-38.116173
2244,Cire Community School | Cire Training,211 Main Street,LILYDALE,3140,745,Yarra Ranges (S),145.350541,-37.757397
2245,St John the Apostle Catholic Primary School,54 - 76 Kingbird Avenue,TARNEIT,3029,726,Wyndham (C),144.6657075,-37.8334172
2246,St Clare's Catholic Primary School,130 Marquands Road,TRUGANINA SOUTH,3029,726,Wyndham (C),144.7282144,-37.84381088
2247,St Clare's Primary School,95 Majestic Drive,OFFICER,3809,145,Cardinia (S),145.4327127,-38.06277462
2248,St Paul the Apostle Catholic Primary School,80 Bassetts Road,DOREEN,3754,707,Whittlesea (C),145.1152172,-37.59693094
2249,Cobram Anglican Grammar School,40-48 Campbell Road,COBRAM,3644,490,Moira (S),145.660055,-35.924283
2250,Marist College Bendigo,95 Golf Links Road,MAIDEN GULLY,3551,262,Greater Bendigo (C),144.2216905,-36.73171249
2251,Heatherton Christian College,316-322 Kingston Road,CLARINDA,3169,343,Kingston (C),145.111361,-37.95784
2252,Melbourne Indigenous Transition School,Richmond Football Club,RICHMOND,3121,460,Melbourne (C),144.9892635,-37.81954365
2253,Alice Miller School,110 Bailey Road,MACEDON,3440,413,Macedon Ranges (S),144.5331946,-37.44570261
2254,Hoa Nghiem Primary School,442 - 448 Springvale Road,SPRINGVALE SOUTH,3172,267,Greater Dandenong (C),145.1487888,-37.96694215
2255,Al Iman College,20-40 Rees Road,MELTON SOUTH,3338,465,Melton (C),144.5654845,-37.7071174
2256,Edinburgh College,33-61 Edinburgh Road,LILYDALE,3140,745,Yarra Ranges (S),145.351985,-37.78489
2257,Giant Steps Melbourne,11 Malmsbury Street,KEW,3101,111,Boroondara (C),145.031476,-37.80222
2258,Harkaway Hills College,20 ABeckett Road,NARRE WARREN NORTH,3804,161,Casey (C),145.31587,-37.977493
2259,Lumineer Academy - Williamstown,126-128 Nelson Place,WILLIAMSTOWN,3016,311,Hobsons Bay (C),144.905196,-37.863109
2260,Phillip Island Village School,479 Berrys Beach Road,VENTNOR,3922,74,Bass Coast (S),145.201465,-38.50776
2261,Advance College of Education Incorporated,1/16 Henry Wilson Drive,ROSEBUD,3939,534,Mornington Peninsula (S),144.885064,-38.382847
2262,Preston Reservoir Adult Community Education Inc | PRACE College,35 Sturdee Street,RESERVOIR,3073,189,Darebin (C),145.009255,-37.698704
2263,River Nile School,Level 1,NORTH MELBOURNE,3051,460,Melbourne (C),144.955088,-37.805194
2264,Brotherhood of St Laurence|David Scott School,95-97 Brunswick Street,FITZROY,3065,735,Yarra (C),144.976949,-37.80459
2265,Hester Hornbrook Academy,"Level 8, 601 Bourke Street",MELBOURNE,3000,460,Melbourne (C),144.95615,-37.816544
2266,SEDA College (Victoria),425 Riversdale Rd,HAWTHORN EAST,3123,111,Boroondara (C),145.054006,-37.830714
2267,Siena Catholic Primary School,Eleanor Drive,LUCAS,3350,57,Ballarat (C),143.780411,-37.54597
2268,Cheder Levi Yitzchok Inc,12 Chapel Street,ST KILDA,3182,590,Port Phillip (C),144.99191,-37.860567
2269,Oscar Romero Catholic Primary School,1 MacKillop Street,CRAIGIEBURN WEST,3064,327,Hume (C),144.896101,-37.581972
2270,"St Mary MacKillop Catholic Primary School, Bannockburn",32 High Street,BANNOCKBURN,3331,249,Golden Plains (S),144.170105,-38.046931
2271,Our Lady of the Way Catholic Primary School,30 Alcantara Boulevard,WALLAN EAST,3756,485,Mitchell (S),144.999836,-37.424102
2272,Lisieux Catholic Primary School,90 South Beach Road,TORQUAY NORTH,3228,649,Surf Coast (S),144.332278,-38.303324
2273,Our Lady Star of the Sea Catholic Primary School,6 Cowes-Rhyll Road,COWES,3922,74,Bass Coast (S),145.239805,-38.463698
2274,Maxwell Creative School,16 Clevedon Road,BASIN,3154,367,Knox (C),145.321478,-37.860068
2275,St Anne's College,72 Wendouree Drive,KIALLA,3631,283,Greater Shepparton (C),145.400337,-36.436121
2276,Holy Trinity Catholic Primary School,145 Mitchells Lane,SUNBURY,3429,327,Hume (C),144.705316,-37.584791
2277,Glowrey Catholic Primary School,10 Baltrum Drive,WOLLERT,3750,707,Whittlesea (C),145.031776,-37.615822
2278,Fitra Community School,43-45 Westall Road,CLAYTON SOUTH,3169,343,Kingston (C),145.139319,-37.944839
2279,Clyde Grammar,3 New Holland Drive,CRANBOURNE EAST,3977,161,Casey (C),145.293038,-38.110434
2280,St Catherine of Siena Catholic Primary School,125 Warralily Boulevard,ARMSTRONG CREEK,3217,275,Greater Geelong (C),144.369447,-38.240086
2281,Village High School,450 Dalyston-Glen Forbes Road,RYANSTON,3992,74,Bass Coast (S),145.558829,-38.528556
2282,Iona College Geelong,242-280 Horseshoe Bend Road,CHARLEMONT,3217,275,Greater Geelong (C),144.356711,-38.219125
2283,Tombolo Academy,453 Bluff Road,HAMPTON,3188,91,Bayside (C),145.023502,-37.938465
